Nombre,Precios,Precios_unidad,Subcategoria,Categorias,Unidad de referencia,Marca,Supermercado,Precio_Estatus
Desodorante roll on antitranspirante 48h Eucerin pack de 2 unidades de 50 ml.,10.35,10.351,cuidado corporal,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Colorante en gel bigote y barba castaño Just for Men 15 ml.,10.35,69.1,cabello,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Tapa de Jamón de Cebo Ibérico 50% Raza Ibérica en lonchas Ibersierra sin gluten y sin lactosa 150 g,10.35,69.0,charcuteria,Charcutería y quesos,KILO,IBERSIERRA,Carrefour,outlier
Leche en polvo entera Central Lechera Asturiana 800 g.,10.35,12.94,lacteos,"Huevos, leche y mantequilla",KILO,CENTRAL LECHERA,Carrefour,outlier
Polvos para los pies Funsol 60 g.,10.29,17.151,cuidado de manos y pies,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Triptófano en cápsulas Sanon 60 ud.,10.29,22.871,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Enjuague bucal protección dientes y encías menta fresca Listerine 1 l.,10.29,1.031,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
"Grasera para Aceite de Carne de Acero Inoxidable 0,5l IRIS",10.29,10.29,menaje,"Aceite, especias y salsas",UNIDAD,,Carrefour,outlier
Máscara de pestañas Scandaleyes Reloaded nº 001 Black Rimmel London 1 ud.,10.29,10.29,cosmetica,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Agua de colonia masculina Varon Dandy 1 l.,10.29,1.031,bano e higiene corporal,Bodega,100 ML,,Carrefour,outlier
Ramon Bilbao 2022,10.29,10.29,vinos,Bodega,UNIDAD,RAMON BILBAO,Carrefour,outlier
"Pienso de cordero para perro adulto mini Ultima Nature Dog 1,25 Kg.",10.29,8.23,perros,Mascotas,KILO,,Carrefour,outlier
Enjuague bucal Cuidado Total Listerine 1 l.,10.29,1.031,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Crema facial de noche con Q10 natural & creatina Q10 Power Antiarrugas + Firmeza Nivea 50 ml.,10.29,20.581,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
"Pienso de pavo fresco, verduras y frutas para perro adulto mini Ultima  1,1 Kg.",10.29,9.35,perros,Mascotas,KILO,,Carrefour,outlier
Bálsamo Tigre Balm 19 g.,10.29,54.161,cuidado corporal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Crema facial de día FP15 con Q10 natural & creatina Q10 Power Antiarrugas + Firmeza Nivea 50 ml.,10.29,20.581,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Enjuague bucal blanqueador menta sabor suave sin alcohol Advanced White Listerine 1 l.,10.29,1.031,bano e higiene corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Bonito del norte en aceite de oliva Consorcio 260 g.,10.25,39.42,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,CONSORCIO,Carrefour,outlier
Dentífrico con flúor anti-caries sabor menta Bi-Fluoré 250 mg Fluocaril pack de 2 unidades de 150 ml.,10.25,4.101,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Tamales de cochinita pibil La Reina de las Tortillas 314 g.,10.25,32.54,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,REINA LAS,Carrefour,outlier
Gel limpiador para barba y rostro refrescante con agua de coco King C Gillette 350 ml.,10.25,2.931,depilacion y afeitado,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Complemento nutricional chocolate NutriVigor Ensure pack de 4 unidades de 220 ml.,10.25,1.161,nutricion y dietetica,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Pienso de pollo y cereales para perros adultos Dream 10 Kg.,10.25,1.02,perros,Mascotas,KILO,,Carrefour,outlier
Complemento nutricional vainilla NutriVigor Ensure pack de 4 unidades de 220 ml.,10.25,1.161,nutricion y dietetica,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Segura Viudas Cava Reserva,10.25,10.25,cava y champagne,Bodega,UNIDAD,SEGURA VIUDAS,Carrefour,outlier
Emulsión baño avena piel sensible Multidermol 750 ml.,10.25,1.371,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Arenero con Borde Protector para Gatos,10.25,10.25,gatos,Mascotas,UNIDAD,,Carrefour,outlier
Cola de gambón pelado congelado Carrefour 400 g,10.19,25.48,mariscos congelados,Cuidado facial y corporal,KILO,,Carrefour,outlier
Whisky Dyc 70 cl.,10.19,14.56,alcoholes,Bodega,LITRO,DYC,Carrefour,outlier
Colorante en gel bigote y barba negro Just for Men 15 ml.,10.19,67.931,cabello,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Discos de lactancia Suavinex 60 ud.,10.19,0.17,bebe,Bebé,UNIDAD,,Carrefour,outlier
Aceite extraordinario tratamiento uso universal L'Oréal Elvive 100 ml.,10.19,10.191,cabello,"Aceite, especias y salsas",100 ML,,Carrefour,outlier
"Pienso de pollo y trigo para gato adulto esterilizado Purina ONE Bifensis 1,5 Kg",10.19,6.79,gatos,Mascotas,KILO,,Carrefour,outlier
"Pienso de pavo para gato interior bifensis Purina One 1,5 kg",10.19,6.79,gatos,Mascotas,KILO,,Carrefour,outlier
"Purina ONE Pienso para Gato Senior +11años 1,5Kg",10.19,6.79,gatos,Mascotas,KILO,,Carrefour,outlier
Toallitas de Bebé Dodot Sensitive Recambio 4x54 uds,10.19,0.05,panales y toallitas,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Snacks dental para perros medianos Brekkies Total Dent 28 unidades,10.19,14.15,perros,Mascotas,KILO,,Carrefour,outlier
Ventresca de bonito del norte en aceite oliva De Nuestra Tierra 81 g.,10.19,125.8,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,NUESTRA TIERRA,Carrefour,outlier
Filete de merluza Argentina congelada Carrefour 1 kg.,10.19,10.19,pescados congelados,Cuidado facial y corporal,KILO,CARREFOUR,Carrefour,outlier
Queso de Oveja Curado Pecorino Romano D.O.P. Auricchio cuña de 250 g,10.19,40.76,quesos,Charcutería y quesos,KILO,DOP,Carrefour,outlier
Gamba pelada cruda congelada Pescanova 500 g.,10.19,20.38,mariscos congelados,Cuidado facial y corporal,KILO,PESCANOVA,Carrefour,outlier
Desatascador de tuberías atascos difíciles turbo 5 min Wc Net 1 l.,10.19,10.19,productos para bano,Limpieza y hogar,LITRO,,Carrefour,outlier
Brandy Torres solera Reserva 5 años 70 cl.,10.15,14.5,alcoholes,Bodega,LITRO,TORRES BRANDY,Carrefour,outlier
Pomada reparadora Aquaphor Eucerin 40 g.,10.15,25.371,cuidado corporal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Dentífrico antiplaca y anticaries Lacer pack de 2 unidades de 125 ml.,10.15,4.061,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Salsa de soja baja en sal Kikkoman 500 ml.,10.15,21.15,alimentacion,"Aceite, especias y salsas",LITRO,KIKKOMAN,Carrefour,outlier
Queso de mezcla curado mini Carrefour pieza de 840 g,10.15,12.08,quesos,Charcutería y quesos,KILO,CARREFOUR,Carrefour,outlier
Lavavajillas máquina Todo en 1 aroma naranja en cápsulas Fairy 60 ud.,10.15,0.17,productos para cocina,Limpieza y hogar,LAVADO,,Carrefour,outlier
Mionetto Blanco Joven,10.15,10.15,vinos,Bodega,UNIDAD,MIONETTO,Carrefour,outlier
Galletas maría Marbú Dorada Artiach 1800 g.,10.15,5.64,desayuno,Cereales y galletas,KILO,MARBU GALLETA,Carrefour,outlier
Detergente líquido Optimal Clean Carrefour Expert 83 lavados.,10.09,0.12,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Crema facial hidratante SPF15 Calidad Farmacéutica 50 ml.,10.09,20.181,cuidado e higiene facial,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Maquinillas desechables Blue II Maximum Gillette 8 ud.,10.09,1.26,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Café grano natural arábica cultivo sostenible Nestlé Bonka 500 g.,10.09,20.18,desayuno,"Cacao, café e infusiones",KILO,BONKA,Carrefour,outlier
Lomo cular curado en taco pieza 375 g aprox,10.09,26.91,charcuteria,Charcutería y quesos,KILO,,Carrefour,outlier
Solomillo de salmón ahumado Carrefour Selección 150 g.,10.09,67.27,pescaderia,"Aceite, especias y salsas",KILO,CARREFOUR,Carrefour,outlier
Detergente líquido frescor alpino Optimal Clean Carrefour Expert 83 lavados.,10.09,0.12,cuidado de la ropa,Limpieza y hogar,LAVADO,,Carrefour,outlier
Café soluble descafeinado créme express Marcilla 200 g.,10.09,50.45,desayuno,"Cacao, café e infusiones",KILO,MARCILLA SOLUBLE,Carrefour,outlier
Café en grano Colombia Bonka Nestlé 500 g.,10.09,20.18,desayuno,"Cacao, café e infusiones",KILO,BONKA,Carrefour,outlier
Pincho de huevo con bacon y patata La Cocina de Senén sin gluten 120 g.,10.09,84.08,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,COCINA SENEN,Carrefour,outlier
Queso de vaca madurado parmigiano reggiano D.O.P. Roccia 24 meses curación Parmareggio 300 g aprox,10.06,33.54,quesos,Charcutería y quesos,KILO,PARMAREGGIO,Carrefour,outlier
Recambio Fregona Microfibra VILEDA Turbo Refill 2 en 1,10.05,10.05,utensilios de limpieza,Limpieza y hogar,UNIDAD,,Carrefour,outlier
Cerveza tostada Turia pack 12 latas 33 cl.,10.05,2.54,cerveza,Bodega,LITRO,TURIA,Carrefour,outlier
"Café largo clásico en cápsulas L'Or Espresso Tassimo 24 unidades de 6,5 g.",9.99,64.04,desayuno,"Cacao, café e infusiones",KILO,TASSIMO,Carrefour,outlier
"Café fortissimo en cápsulas L'Or Espresso Tassimo 24 unidades de 7,8 g.",9.99,53.42,desayuno,"Cacao, café e infusiones",KILO,TASSIMO,Carrefour,outlier
Cepillo púas retráctiles Deslía Pop Up Beter 1 ud.,9.99,0.0,cabello,Cuidado del cabello,No especificado,,Carrefour,outlier
Set Cepillo VILEDA Universal,9.99,9.99,utensilios de limpieza,"Aceite, especias y salsas",UNIDAD,,Carrefour,outlier
Spirulina + vitamina B12 Sanon 200 ud.,9.99,2.1,nutricion y dietetica,Fitoterapia y parafarmacia,100 GR,,Carrefour,outlier
Lomos de Bacalao congelado Carrefour El Mercado 300 g,9.99,33.3,pescados congelados,Cuidado facial y corporal,KILO,CYO,Carrefour,outlier
Mejillones en escabeche fritos en aceite de oliva Cuca sin gluten y sin lactosa 69 g.,9.99,144.78,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,CUCA,Carrefour,outlier
Surtido de mini pastelitos Carrefour El Mercado 8 piezas,9.99,0.0,panaderia tradicional,Panadería y pastelería,No especificado,,Carrefour,outlier
Pienso de salmón para perro mediano-grande Dream Excellence 3 kg,9.99,3.33,perros,"Aceite, especias y salsas",KILO,,Carrefour,outlier
Dentífrico con flúor de uso diario Complete Protección Extra Fresh Parodontax pack de 2 unidades de 75 ml.,9.99,6.661,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
El Bandarra Vermouth,9.99,9.99,alcoholes,Bodega,LITRO,,Carrefour,outlier
Empanada gourmet de atún Carrefour 1 kg,9.99,9.99,panaderia tradicional,Panadería y pastelería,KILO,,Carrefour,outlier
Bebida espirituosa Soberano 1 l.,9.99,9.99,alcoholes,Bodega,LITRO,SOBERANO,Carrefour,outlier
Desodorante en crema Eau de Lancaster 125 ml.,9.99,7.991,cuidado corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Bandas de cera depilatorias faciales Pure Veet 40 ud.,9.99,0.25,depilacion y afeitado,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Queso grana padano D.O.P. reserva Terre D´Italia 250 g,9.99,39.96,quesos,Charcutería y quesos,KILO,TERRE ITALIA,Carrefour,outlier
Empanada gourmet de carne Carrefour 1 kg,9.99,9.99,panaderia tradicional,Panadería y pastelería,UNIDAD,,Carrefour,outlier
Lavavajillas en capsulas cyclesync Finish Ultimate Plus 15 ud.,9.99,0.67,productos para cocina,Limpieza y hogar,LAVADO,,Carrefour,outlier
Piñones Carrefour El Mercado tarrina de 90 g,9.99,111.0,aperitivos,Aperitivos,KILO,,Carrefour,outlier
Tarta crocante de chocolate 800 g,9.99,12.49,panaderia tradicional,Panadería y pastelería,KILO,,Carrefour,outlier
Cerveza Mahou 5 Estrellas especial pack de 12 latas de 33 cl.,9.96,2.52,cerveza,Bodega,LITRO,,Carrefour,outlier
Pasion De Bobal Tinto 2021,9.95,9.95,vinos,Bodega,UNIDAD,PASION BOBAL,Carrefour,outlier
Brazo de Chocolate Premium 500 g,9.95,19.9,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Brazo Chocolate con Leche Carrefour El Mercado 500 g,9.95,19.9,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Colorante en gel bigote y barba castaño claro Just for Men 15 ml.,9.95,66.331,cabello,Cuidado facial y corporal,100 ML,,Carrefour,outlier
El Hayedo Tinto Roble 2022,9.95,9.95,vinos,Bodega,UNIDAD,HAYEDO,Carrefour,outlier
Gel lubricante íntimo Vagisil 30 g.,9.95,33.171,cuidado corporal,Cuidado facial y corporal,100 GR,,Carrefour,outlier
Aceite de oliva virgen extra arbequina Carrefour 1 l.,9.95,9.95,alimentacion,"Aceite, especias y salsas",LITRO,,Carrefour,outlier
Lomo de salmón Carrefour 3x100 g,9.95,33.17,pescados congelados,"Aceite, especias y salsas",KILO,CARREFOUR,Carrefour,outlier
Lubricante fresa dulce y placentero Durex 50 ml.,9.95,19.901,bienestar sexual,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Tarrito de pera y manzana desde 4 meses ecológico Hero Solo sin gluten pack de 6 unidades de 120 g.,9.95,13.82,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
Parches térmicos terapéuticos Thermacare 2 ud.,9.95,4.97,botiquin,Fitoterapia y parafarmacia,UNIDAD,,Carrefour,outlier
Tratamiento capilar de 8 segundos para pelo deshidratado Elvive Hidra Hialurónico Magic Water L'Oréal Paris 200 ml.,9.95,4.971,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
Lubricante original base agua Durex 50 ml.,9.95,19.901,bienestar sexual,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
Lubricante de base agua efecto calor Durex 50 ml.,9.95,19.901,bienestar sexual,Fitoterapia y parafarmacia,100 ML,,Carrefour,outlier
"Tarrito de pera, plátano y zanahoria desde 4 meses ecológico Hero Solo sin gluten pack de 6 unidades de 120 g.",9.95,13.82,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
24 Mozas Tinto 2021,9.95,9.95,vinos,Bodega,UNIDAD,MOZAS,Carrefour,outlier
Tarrito de frutas variadas desde 4 meses Hero Baby sin gluten pack de 6 unidades de 190 g.,9.95,8.73,alimentacion infantil,Bebé,KILO,HERO,Carrefour,outlier
Chorizo ibérico de bellota de vela 100% raza ibérica Vela Sánchez Romero Carvajal sin gluten 200 g,9.95,49.75,charcuteria,Charcutería y quesos,KILO,RTE,Carrefour,outlier
Trenza Clásica Korfest 1 ud.,9.95,9.95,panaderia tradicional,Panadería y pastelería,UNIDAD,,Carrefour,outlier
Alma Atlantica Mencía Rosé,9.95,9.95,cava y champagne,Bodega,UNIDAD,ALMA ATLANTICA,Carrefour,outlier
Tijeras grandes Ponette 1 ud.,9.95,9.95,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Alma Atlantica,9.95,9.95,cava y champagne,Bodega,UNIDAD,ALMA ATLANTICA,Carrefour,outlier
Trenza de Crema y Chocolate Berlys 1 ud.,9.95,9.95,panaderia tradicional,Panadería y pastelería,UNIDAD,,Carrefour,outlier
Loción + champú antipiojos ZZ 225 ml.,9.95,9.95,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Aceite de oliva virgen extra hojiblanca Carrefour 1 l.,9.95,9.95,alimentacion,"Aceite, especias y salsas",LITRO,CARREFOUR,Carrefour,outlier
Filete tierno de Wagyu Santa Rosalia 250 g,9.95,9.95,carniceria,"Aceite, especias y salsas",UNIDAD,,Carrefour,outlier
Pienso sabor pollo para gato junior Ultima Cat 1.5 kg,9.95,6.63,gatos,Mascotas,KILO,,Carrefour,outlier
"Pienso pollo y arroz para gato adulto Última Cat 1,5 kg",9.95,6.63,gatos,"Arroz, legumbres y pasta",KILO,,Carrefour,outlier
Salchichón de Bellota Ibérica 100% Raza Ibérica de vela Sánchez Romero Carvajal sin gluten 200 g,9.95,49.75,charcuteria,"Aceite, especias y salsas",KILO,RTE,Carrefour,outlier
Calamar Patagónico 1 kg aprox,9.95,0.0,pescaderia,Marisco y pescado,No especificado,,Carrefour,outlier
Aceite de oliva virgen extra picual Carrefour 1 l.,9.95,9.95,alimentacion,"Aceite, especias y salsas",LITRO,CARREFOUR,Carrefour,outlier
Filetes de Lomo Bajo de Añojo Círculo de Calidad 500 g aprox,9.95,0.0,carniceria,Carne,No especificado,CYO,Carrefour,outlier
Tarta de Chocolate sin gluten 450 g,9.9,22.0,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Paleta de Bellota Ibérica 100% Raza Ibérica en lonchas Altanera 90 g,9.9,110.0,charcuteria,Charcutería y quesos,KILO,PLATO PALETA,Carrefour,outlier
Tarta de tiramisú 600 g,9.9,16.5,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Tarta Bombón de Chocolate 600 g,9.9,16.5,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Gominolas sleep V-Gummies sin gluten y sin lactosa 50 ud.,9.9,88.39,dulce,"Azúcar, caramelos y chocolate",KILO,GUMMIES,Carrefour,outlier
Biotina en gominolas sabor frutos rojos V-Gummies sin gluten y sin lactosa doy pack 50 ud.,9.9,88.39,alimentacion,"Salsas, pasta y refrescos",KILO,GUMMIES,Carrefour,outlier
Tarta de Chocolate Blanco 480 g,9.9,20.62,panaderia tradicional,Panadería y pastelería,KILO,CARREFOUR,Carrefour,outlier
Espejo Oh! aumento x10 Beter 1 ud.,9.89,9.89,cosmetica,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Surtido de fresas 750 gr,9.89,13.19,frutas,Fruta y verdura,KILO,,Carrefour,outlier
Crema protectora con color con vitamina FPS50 BB Super UV Garnier Delial 50 ml.,9.89,19.781,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Tarrito de frutas variadas y galleta desde 6 meses Hero Baby Merienda sin aceite de palma pack de 6 unidades de 190 g.,9.89,8.68,alimentacion infantil,"Aceite, especias y salsas",KILO,HERO,Carrefour,outlier
Langostino cocido (40/60 ud) 1 kg aprox,9.89,0.0,pescaderia,Marisco y pescado,No especificado,,Carrefour,outlier
Brandy de jerez solera gran reserva  Altorreal 70 cl.,9.89,14.13,alcoholes,Bodega,LITRO,,Carrefour,outlier
Aceite de oliva virgen extra Carrefour 1 l.,9.89,9.89,alimentacion,"Aceite, especias y salsas",LITRO,CARREFOUR,Carrefour,outlier
Enate Cabernet Sauvignon Rosado 2022,9.89,9.89,vinos,Bodega,UNIDAD,ENATE,Carrefour,outlier
Filete atún aleta amarilla congelado marinado Petaca Chico 420 g aprox,9.87,23.49,pescaderia,Cuidado facial y corporal,KILO,MERCADO,Carrefour,outlier
Tratamiento colorante moreno-negro Touch of Grey Just for Men1 ud.,9.85,9.85,cabello,Cuidado del cabello,UNIDAD,,Carrefour,outlier
Brocha Flat Top Kabuki para maquillaje fluido Beter 1 ud.,9.85,9.85,cosmetica,Cuidado facial y corporal,UNIDAD,,Carrefour,outlier
Café soluble natural Nescafé Classic 300 g.,9.85,32.83,desayuno,"Cacao, café e infusiones",KILO,NESCAFE,Carrefour,outlier
Aceite de oliva virgen extra Coosur Gran Selección 750 ml.,9.85,13.13,alimentacion,"Aceite, especias y salsas",LITRO,COOSUR ACEITE,Carrefour,outlier
Café soluble natural créme express Marcilla 200 g.,9.85,49.25,desayuno,"Cacao, café e infusiones",KILO,MARCILLA SOLUBLE,Carrefour,outlier
Protos Seleccion Rosado 2022,9.85,9.85,vinos,Bodega,UNIDAD,PROTOS,Carrefour,outlier
Aceite de oliva virgen extra Retama 1 l.,9.85,9.85,alimentacion,"Aceite, especias y salsas",LITRO,RETAMA,Carrefour,outlier
Queso de oveja puro D.O.P. Idiazabal De Nuestra Tierra cuña de 350 g aprox,9.8,28.0,quesos,Charcutería y quesos,KILO,NUESTRA TIERRA,Carrefour,outlier
Salchichón ibérico de cebo pieza 1/3 Carrefour Calidad y Origen 400 g aprox,9.8,24.5,charcuteria,"Aceite, especias y salsas",KILO,CYO,Carrefour,outlier
Finca Resalso Tinto 2022,9.8,9.8,vinos,"Aceite, especias y salsas",UNIDAD,FINCA RESALSO,Carrefour,outlier
"Quitamanchas gel acción total turbo Oxy Color Neutrex 2,62 l.",9.79,3.74,cuidado de la ropa,Cuidado facial y corporal,LITRO,,Carrefour,outlier
El Coto Tinto Crianza 2019,9.79,9.79,vinos,Bodega,UNIDAD,COTO RGSA,Carrefour,outlier
Dentífrico Herbal Fresh Parodontax pack de 2 unidades de 75 ml.,9.79,6.531,higiene bucal,Cuidado facial y corporal,100 ML,,Carrefour,outlier
Acondicionador intensivo Molecular Bond Repair Pro-V Miracles Pantene 150 ml.,9.79,6.531,cabello,Cuidado del cabello,100 ML,,Carrefour,outlier
