Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio,categoria_principal,Marca
Filete de vacuno marinado empanado Selección de Dia bandeja 500 g aprox.,Carnicería,Vacuno,KILO,14.99,7.5,Carne,Selección de Dia
Buñuelos de bacalao Freskibo bandeja 225 g,"Pescados, mariscos y ahumados",Pescados,KILO,13.29,2.99,Marisco y pescado,otra
Mousse de queso con nueces President Bon délice tarrina 125 g,Charcutería y quesos,Quesos fundidos y cremas,KILO,15.92,1.99,Charcutería y quesos,otra
Pizza smoky grilled pork Al Punto Dia bandeja 480 g,Pizzas y platos preparados,Pizzas,KILO,6.23,2.99,Pizzas y platos preparados,Dia
Sepia Selección de Dia bandeja 320 g aprox.,"Pescados, mariscos y ahumados",Pescados,KILO,15.6,4.99,Marisco y pescado,Selección de Dia
Pimiento rojo unidad 390 g aprox.,Verduras,"Tomates, pimientos y pepinos",KILO,2.99,1.17,Fruta y verdura,otra
Albóndigas Al Punto Dia lata 415 g,Pizzas y platos preparados,Precocinados envasados,KILO,4.05,1.68,Pizzas y platos preparados,Dia
Palitos de surimi refrigeradas MSC Mari Marinera de Dia bolsa 300 g,"Pescados, mariscos y ahumados",Gulas y surimi,KILO,6.3,1.89,Marisco y pescado,Dia
Fabada asturiana Litoral lata 420 g,Pizzas y platos preparados,Precocinados envasados,KILO,5.95,2.5,Pizzas y platos preparados,otra
Cebolla morada malla 500 g,Verduras,"Ajos, cebollas y puerros",KILO,2.98,1.49,Fruta y verdura,otra
