Nombre,Precio,Precio_unit,Categoria,Subcategoria,categoria_principal,Unidad_medida,Marca
Copa de chocolate con nata Carrefour pack de 4 unidades de 115 g.,1.29,2.8,la despensa,yogures y postres,Postres y yogures,KILO,CARREFOUR
Filetes de anchoa en aceite de oliva Carrefour 30 g.,1.29,43.0,la despensa,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,CARREFOUR
Bebida de piña Carrefour sin azúcar pack de 6 briks de 20 cl.,1.29,1.08,bebidas,aguas y zumos,Agua y refrescos,LITRO,
Bayeta para polvo de Microfibra  Carrefour - Beige,1.29,1.29,limpieza y hogar,utensilios de limpieza,Limpieza y hogar,UNIDAD,
Palmeritas Classic' Carrefour sin lactosa 270 g.,1.29,4.78,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Comedor para Perro y Gato Carrefour 250 ml,1.29,1.29,mascotas,perros,Mascotas,UNIDAD,
Tarrito de melocotón y plátano desde 4 meses Hero Baby sin gluten 190 g.,1.29,0.681,bebe,alimentacion infantil,Bebé,100 GR,HERO
Toallitas húmedas con tapa infantiles Peppa Pig 20 uds.,1.29,0.06,bebe,panales y toallitas,Cuidado facial y corporal,UNIDAD,
L.Casei líquido azucarado natural Carrefour Classic' pack de 6 unidades de 100 g.,1.28,2.13,la despensa,yogures y postres,Postres y yogures,KILO,CARREFOUR
Ambientador para el armario frutos rojos The Fruit Company 1 ud.,1.28,1.28,limpieza y hogar,ambientadores,Limpieza y hogar,UNIDAD,
L.Casei líquido sabor fresa Carrefour Classic' pack de 6 unidades de 100 g.,1.28,2.13,la despensa,yogures y postres,Postres y yogures,KILO,CARREFOUR
Placas para canelones precocidas El Pavo 80 g.,1.28,16.0,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,
Chocolate negro con menta Carrefour Selección 100 g.,1.28,12.8,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Chocolate negro con piel de naranja confitada Carrefour Selección 100 g.,1.28,12.8,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Maxi Petit de fresa Carrefour Classic sin gluten pack de 4 unidades de 100 g.,1.28,3.2,la despensa,yogures y postres,Postres y yogures,KILO,CARREFOUR
Galletas con cereales Arcor 176 g.,1.28,7.27,la despensa,desayuno,Cereales y galletas,KILO,
Chocolate negro con flor de sal Carrefour Selección 100 g.,1.28,12.8,la despensa,dulce,"Aceite, especias y salsas",KILO,CARREFOUR
Champiñones laminados Carrefour 230 g.,1.28,5.57,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,
Agar Calnort pack de 8 unidades de 16 g.,1.28,80.0,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,
Chocolate negro con pepitas sabor a pera y almendras caramelizadas Carrefour Selección 100 g.,1.28,12.8,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Espuma capilar volumen cabellos finos sin cuerpo Science Les Cosmétiques 200 ml.,1.27,0.631,perfumeria e higiene,cabello,Cuidado del cabello,100 ML,
Salsa kebab Carrefour envase 340 g.,1.27,3.74,la despensa,alimentacion,"Aceite, especias y salsas",KILO,
Pepsi Max zero azúcar botella 50 cl.,1.27,2.54,bebidas,refrescos,Agua y refrescos,LITRO,PEPSI MAX
Arroz categoría primera Carrefour 1 kg.,1.27,1.27,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,CARREFOUR
Chocodots Prozis Zero 40 g.,1.27,31.75,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,PROZIS
Desodorante body spray energy protección 48h perfume amaderado Carrefour Men 150 ml.,1.27,0.851,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Salsa argelina Carrefour envase 355 g.,1.27,3.58,la despensa,alimentacion,Cuidado facial y corporal,KILO,CARREFOUR
Burn Zero Peach Bebida Energética sin azúcar lata 50 cl.,1.27,2.54,bebidas,alcoholes,Bodega,LITRO,BURN
Pepinillos sabor anchoa Sensation Carrefour 180 g.,1.27,7.06,la despensa,aperitivos,Aperitivos,KILO,CARREFOUR
Burn Zero Raspberry Bebida Energética sin azúcar lata 50 cl.,1.27,2.54,bebidas,alcoholes,Bodega,LITRO,BURN
Desodorante body spray musk protección 48h perfume ambarino Carrefour Men 150 ml.,1.27,0.851,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Desodorante body spray tonic protección 48h perfume acidulado Carrefour Men 150 ml.,1.27,0.851,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Arroz con mucho pavo Alinut 240 g.,1.27,5.29,la despensa,conservas sopas y precocinados,"Arroz, legumbres y pasta",KILO,POZO
Desodorante body spray marine protección 48h perfume fresco Carrefour Men 150 ml.,1.27,0.851,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Galletas maría dorada Family Biscuits 600 g.,1.27,2.12,la despensa,desayuno,Cereales y galletas,KILO,FAMILY BISCUITS
Salsa barbacoa Carrefour envase 400 g.,1.27,3.17,la despensa,alimentacion,"Aceite, especias y salsas",KILO,
Bolsita de tutti frutti Nestlé Crazy Fruits sin azúcar añadido 110 g.,1.26,11.45,bebe,alimentacion infantil,Bebé,KILO,NESTLE
"Bolsita de manzana, plátano y fresa Nestlé Cool Fruits sin azúcar añadido 110 g.",1.26,11.45,bebe,alimentacion infantil,Bebé,KILO,NESTLE
Néctar de maracuya Carrefour brik 1 l.,1.26,1.26,bebidas,aguas y zumos,Zumos,LITRO,
Protegeslip Tanga Carrefour 30 ud.,1.26,0.04,perfumeria e higiene,higiene intima,Cuidado facial y corporal,UNIDAD,
Arroz para risotto Sos 500 g.,1.26,2.52,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,
Patatas fritas corte fino especial horno Carrefour Classic' 600 g.,1.26,2.1,congelados,salteados congelados,Congelados,KILO,CARREFOUR
Confitura de melocotón categoría extra light Carrefour 300 g.,1.26,4.2,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Bolsita de frutas variadas Nestlé Happy Fruits sin azúcar añadido 110 g.,1.26,11.45,bebe,alimentacion infantil,Bebé,KILO,NESTLE
Toallitas Carrefour Baby Milky x72,1.26,0.02,bebe,panales y toallitas,Cuidado facial y corporal,UNIDAD,
Confitura de fresa categoría extra light Carrefour 300 g.,1.26,4.2,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Limón ecológico Carrefour Bio 500 g,1.25,2.5,productos frescos,frutas,Fruta y verdura,KILO,
Bebida de piña y coco Carrefour sin azúcar añadido brik 1 l.,1.25,1.25,bebidas,aguas y zumos,Agua y refrescos,LITRO,
Sopa de carne con estrellitas Carrefour Classic' pack de 2 sobres de 77 g.,1.25,8.12,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CARREFOUR
Arroz integral para microondas Brillante pack de 2 unidades de 125 g.,1.25,5.0,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,
Pan rallado Carrefour Classic sin gluten y sin lactosa 200 g.,1.25,6.25,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Natillas con galleta entera Carrefour pack de 4 unidades de 125 g.,1.25,2.5,la despensa,yogures y postres,Postres y yogures,KILO,CARREFOUR
Palitos de pan con olivas y sésamo Snatt's Grefusa 60 g.,1.25,20.83,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,SNATT
Arroz redondo para microondas Brillante pack de 2 unidades de 125 g.,1.25,5.0,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,BRILLANTE
Pasta cintas nido al huevo Extra Carrefour 500 g.,1.25,2.5,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,
Colines saladitos Carrefour 250 g.,1.25,5.0,la despensa,panaderia bolleria y pasteleria,"Aceite, especias y salsas",KILO,CARREFOUR
Pasta nidos de espinacas Classic Carrefour 500 g.,1.25,2.5,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,CARREFOUR
Cepillo de dientes duro cerdas cruzadas Carrefour Soft 2 ud.,1.25,0.62,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,UNIDAD,
Fideos orientales con pollo y soja Yatekomo Gallina Blanca 79 g.,1.25,15.82,la despensa,conservas sopas y precocinados,"Arroz, legumbres y pasta",KILO,GALLINA BLANCA
Salsa mexicana picante Sensation Carrefour 300 g.,1.25,4.17,la despensa,alimentacion,"Aceite, especias y salsas",KILO,
Salsa mexicana suave Sensation Carrefour 300 g.,1.25,4.17,la despensa,alimentacion,"Aceite, especias y salsas",KILO,
Galletas con tableta de chocolate negro sin azúcar añadido Carrefour 100 g.,1.25,12.5,la despensa,desayuno,Cereales y galletas,KILO,
Aperitivos de máiz sabor explosivo Puntazos Aspil sin gluten 110 g.,1.25,11.36,la despensa,aperitivos,Aperitivos,KILO,ASPIL
Judías verdes finas cortadas Classic Carrefour 660 g.,1.25,1.89,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CARREFOUR
Aros de maíz sabor barbacoa Chaskis Facundo sin gluten y sin aceite de palma 100 g.,1.25,12.5,la despensa,aperitivos,"Aceite, especias y salsas",KILO,FACUNDO
Crema de avena para cocinar ecológico Oatly 250 ml.,1.25,5.0,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,OATLY CAT
Sopa jardinera Classic Carrefour pack de 2 unidades de 80 g.,1.25,7.81,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CARREFOUR
Pan de molde sin corteza Carrefour 450 g.,1.25,2.78,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Pan de molde con corteza Carrefour 820 g.,1.25,1.52,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Regaliz de goma Torcidas Fini 170 g.,1.25,8.33,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,FINI GELES
Chocolate con leche extrafino galleta y caramelo Xtreme Galleta Nestlé 87 g,1.25,14.37,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,NESTLE
Chocolate negro intenso 85% cacao Carrefour Selection sin gluten 100 g.,1.25,12.5,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Leche semidesnatada Central Lechera Asturiana sin lactosa brik 1 l.,1.25,1.25,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,CENTRAL LECHERA
Desodorante en spray para hombre Perfume musk 150 ml.,1.25,0.831,perfumeria e higiene,bano e higiene corporal,Cuidado facial y corporal,100 ML,
Panecillos multicereales Carrefour Extra 250 g.,1.25,5.0,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Cepillo de dientes suave cerdas cruzadas Carrefour Soft 2 ud.,1.25,0.62,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,UNIDAD,
Bebida de almendra calcio Carrefour sin gluten brik 1 l.,1.25,1.25,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,CARREFOUR
Palitos de pan con queso Snatt's Grefusa 56 g.,1.25,22.32,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,
Aros de maíz Facundo chaskis sin gluten 100 g.,1.25,12.5,la despensa,aperitivos,Aperitivos,KILO,FACUNDO
Cacahuetes fritos sin sal añadida Classic Carrefour 200 g.,1.25,6.25,la despensa,aperitivos,"Aceite, especias y salsas",KILO,CARREFOUR
Pan de molde integral sin azúcar añadido Carrefour 460 g.,1.25,2.72,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Servilletas 1 Capa 200 ud SIMPL,1.25,1.25,limpieza y hogar,papel y celulosa,Limpieza y hogar,UNIDAD,
Bebida de naranja y mango Carrefour  sin azúcar añadidoes brik 1 l.,1.25,1.25,bebidas,aguas y zumos,Agua y refrescos,LITRO,CARREFOUR
Harina de arroz Carrefour sin gluten 500 g.,1.25,2.5,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,CARREFOUR
Espaguetis al huevo Carrefour 500 g.,1.25,2.5,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,
Cepillo de dientes medio cerdas cruzadas Carrefour Soft 2 ud.,1.25,0.62,perfumeria e higiene,boca y sonrisa,Cuidado facial y corporal,UNIDAD,
"Galletas chocolate blanco rellenas de crema Trío Carrefour Classic 235,8 g.",1.25,5.3,la despensa,desayuno,Cereales y galletas,KILO,CARREFOUR
Regaliz de goma sabor fresa rellenos con zumo de fruta Fini 125 g.,1.25,10.0,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,FINI
Masa brisa Carrefour 230 g.,1.25,5.43,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Fideos orientales de pollo al curry Yatekomo Gallina Blanca 82 g.,1.25,15.24,la despensa,conservas sopas y precocinados,"Arroz, legumbres y pasta",KILO,GALLINA BLANCA
Zumo de piña Carrefour brik 1 l.,1.25,1.25,bebidas,aguas y zumos,Zumos,LITRO,CARREFOUR
Fideos orientales sabor barbacoa Yatekomo Gallina Blanca 82 g.,1.25,15.24,la despensa,conservas sopas y precocinados,"Arroz, legumbres y pasta",KILO,GALLINA BLANCA
Gel íntimo frescor diario Carrefour 500 ml.,1.25,0.251,perfumeria e higiene,higiene intima,Cuidado facial y corporal,100 ML,CARREFOUR
Pan de molde integral Classic´ Carrefour 820 g.,1.25,1.52,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Fusilli italiano Original Carrefour 500 g.,1.24,2.48,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,CARREFOUR
Tacos de potón a la marinera Classic´ Carrefour sin gluten 65 g.,1.24,19.08,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CARREFOUR
Gel WC ecualipto ecológico Eco Planet Carefour 750 ml.,1.24,1.65,limpieza y hogar,productos para bano,Cuidado facial y corporal,LITRO,
Tacos de potón en aceite de girasol Classic´ Carrefour 65 g.,1.24,19.08,la despensa,conservas sopas y precocinados,"Aceite, especias y salsas",KILO,CARREFOUR
Galletas con gotas de chocolate Milka 135 g.,1.24,9.19,la despensa,desayuno,Cereales y galletas,KILO,
Tacos de potón al ajillo Classic´ Carrefour 65 g.,1.24,19.08,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CARREFOUR
Harina de avena integral Carrefour 500 g.,1.24,2.48,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,CARREFOUR
Botellitas de goma sabor cola Carrefour Classic sin gluten 250 g.,1.24,4.96,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Crema de queso semicurado Carrefour Extra sin gluten 125 g.,1.24,9.92,productos frescos,quesos,Charcutería y quesos,KILO,CARREFOUR
DISCO DESMAQ.CUAD.FACE CRF 80U,1.24,0.02,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,UNIDAD,
DISCOS DESMAQ OVAL CRF 80 UDS,1.24,0.02,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,UNIDAD,
Limpiamuebles con cera natural Carrefour Expert 300 ml.,1.24,4.13,limpieza y hogar,productos para toda la casa,Limpieza y hogar,LITRO,
Cider Ladrón de manzanas sabor frutos rojos botella 25 cl.,1.24,4.96,bebidas,sidra,Bodega,LITRO,LADRON MANZANAS
Cider Ladrón de manzanas sabor manzana verde botella 25 cl.,1.24,4.96,bebidas,sidra,Bodega,LITRO,LADRON MANZANAS
Cider Ladrón de manzanas botella 25 cl.,1.24,4.96,bebidas,sidra,Bodega,LITRO,LADRON MANZANAS
Tortiglioni Carrefour 500 g.,1.24,2.48,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,CARREFOUR
Espagueti italiano Carrefour 500 g.,1.24,2.48,la despensa,alimentacion,"Salsas, pasta y refrescos",KILO,CARREFOUR
Penne rigate Carrefour 500 g.,1.24,2.48,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,
Limpiamuebles antiestático Expert Carrefour 300 ml,1.24,4.13,limpieza y hogar,productos para toda la casa,Limpieza y hogar,LITRO,CARREFOUR
Yogur natural de vaca Carrefour Original pack de 2 unidades de 115 g.,1.24,5.39,la despensa,yogures y postres,Postres y yogures,KILO,
Crema de manos hidratante aloe vera Simpl Choice 150 ml.,1.24,0.831,perfumeria e higiene,cuidado y proteccion corporal,Cuidado facial y corporal,100 ML,
Masa de hojaldre con mantequilla Carrefour 230 g.,1.24,5.39,la despensa,panaderia bolleria y pasteleria,Panadería y pastelería,KILO,CARREFOUR
Lejía hogar densa Carrefour 2 l.,1.24,0.62,limpieza y hogar,productos para toda la casa,Limpieza y hogar,LITRO,
Set 4 Estropajos Fibra Verde Superficies Difíciles CARREFOUR,1.24,0.31,limpieza y hogar,utensilios de limpieza,Limpieza y hogar,UNIDAD,
Cerveza 1906 Red Vintage La Colorada lata 33 cl.,1.24,3.76,bebidas,cerveza,Bodega,LITRO,
Fregona Algodón CARREFOUR - Blanca,1.24,1.24,limpieza y hogar,utensilios de limpieza,Limpieza y hogar,UNIDAD,
Azúcar moreno intenso Sidul 500 g.,1.24,2.48,la despensa,desayuno,Cereales y galletas,KILO,SIDUL
Mermelada de naranja amarga Carrefour 410 g.,1.23,3.0,la despensa,dulce,"Azúcar, caramelos y chocolate",KILO,CARREFOUR
Leche entera ecológica Carrefour Bio brik 1 l.,1.23,1.23,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,CARREFOUR
Caldo de verduras en pastillas ecológico Carrefour Bio pack de 8 unidades de 10 g.,1.23,15.37,la despensa,conservas sopas y precocinados,"Conservas, caldos y cremas",KILO,CARREFOUR
Leche semidesnatada Président brik 1 l.,1.23,0.0,la despensa,lacteos,"Huevos, leche y mantequilla",No especificado,PRESIDENT UHT
Leche desnatada Président brik 1 l.,1.23,0.0,la despensa,lacteos,"Huevos, leche y mantequilla",No especificado,PRESIDENT UHT
Leche desnatada ecológica Carrefour Bio brik 1 l.,1.23,1.23,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,CARREFOUR
Gamuza atrapa polvo Carrefour 20 ud.,1.23,0.06,limpieza y hogar,productos para toda la casa,Limpieza y hogar,UNIDAD,
Leche entera Président brik 1 l.,1.23,0.0,la despensa,lacteos,"Huevos, leche y mantequilla",No especificado,PRESIDENT UHT
Leche semidesnatada ecológica Carrefour Bio brik 1 l.,1.23,1.23,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,CARREFOUR
Grissini con aceite de oliva Carrefour Original 125 g.,1.23,9.84,la despensa,panaderia bolleria y pasteleria,"Aceite, especias y salsas",KILO,CARREFOUR
Comida húmeda de pollo y arroz para perros cachorros Carrefour 400 g.,1.23,3.08,mascotas,perros,"Arroz, legumbres y pasta",KILO,
Bolsita de multifrutas desde 6 meses Nestlé sin gluten y sin azúcar añadido 90 g.,1.23,13.67,bebe,alimentacion infantil,Bebé,KILO,AVISO NESTLE
Crackers original Tuc 100 g.,1.23,12.3,la despensa,aperitivos,Aperitivos,KILO,TUC
Bolsita de 4 frutas desde 4 meses Nestlé sin gluten y sin azúcar añadido 90 g.,1.23,13.67,bebe,alimentacion infantil,Bebé,KILO,NESTLE
Bolsita de plátano y manzana desde 4 meses Nestlé sin gluten y sin azúcar añadido 90 g.,1.23,13.67,bebe,alimentacion infantil,Bebé,KILO,NESTLE
Garbanzos con verduras cocidas Carrefour 400 g.,1.22,3.05,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,CARREFOUR
Lejía efecto antirrotura Carrefour 2 l.,1.22,0.61,limpieza y hogar,cuidado de la ropa,Limpieza y hogar,LITRO,
Alubias cocidas con verduras Carrefour 400 g.,1.22,3.05,la despensa,alimentacion,"Arroz, legumbres y pasta",KILO,CARREFOUR
Acelgas en hoja Carrefour 400 g.,1.22,3.05,congelados,verduras congeladas,Congelados,KILO,CARREFOUR
Arroz con leche Carrefour pack de 4 unidades de 115 g.,1.22,2.65,la despensa,yogures y postres,"Arroz, legumbres y pasta",KILO,CARREFOUR
Verdura para paella congelada Carrefour 450 g.,1.22,2.71,congelados,verduras congeladas,Cuidado facial y corporal,KILO,CARREFOUR
Leche desnatada Rio brik 1 l.,1.22,1.22,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,RIO
Mini cookies Carrefour 150 g.,1.22,8.13,la despensa,desayuno,Cereales y galletas,KILO,CARREFOUR
Galletas cookies de limón con chocolate blanco Florbú 120 g.,1.22,10.17,la despensa,desayuno,Cereales y galletas,KILO,
Leche entera Rio brik 1 l.,1.22,1.22,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,RIO
Leche semidesnatada Rio brik 1 l.,1.22,1.22,la despensa,lacteos,"Huevos, leche y mantequilla",LITRO,RIO
Patatas fritas lisas Carrefour 170 g.,1.22,7.18,la despensa,aperitivos,Aperitivos,KILO,CARREFOUR
Tortitas de arroz Carrefour pack de 4 unidades de 33 g.,1.22,9.24,la despensa,aperitivos,"Arroz, legumbres y pasta",KILO,CARREFOUR
Galletas merengadas con relleno sabor fresa y vainilla Bagley 88 g.,1.22,13.86,la despensa,desayuno,Cereales y galletas,KILO,BAGLEY
Palomitas saladas para microondas Carrefour pack de 3 unidades de 100 g.,1.22,4.07,la despensa,aperitivos,"Aceite, especias y salsas",KILO,CARREFOUR
