Nombre,Categoria1,Categoria2,UM,Precio Unitario,Precio 
L2003,Chocolate con leche Temptation de Dia 2 x 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,6.63,1.99
L2003,Huevo de chocolate con sorpresa joy Kinder 20 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,70,1.4
L2003,Batido de chocolate Puleva brik 6 x 200 ml,"Leche, huevos y mantequilla",Batidos y horchatas,LITRO,2.29,2.75
L2003,Puré de patatas con leche Maggi caja 230 g,"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",KILO,11.26,2.59
L2003,Huevos de chocolate con sorpresa 3 unidades Kinder caja 60 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,58.17,3.49
L2003,Pimiento rojo unidad 390 g aprox.,Verduras,"Tomates, pimientos y pepinos",KILO,2.99,1.17
L2003,Queso fresco 0% m.g Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,4.16,1.04
L2003,Chocolate con leche Nesquik 100 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,14.9,1.49
L2003,Barritas de chocolate con leche Kinder caja 100 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,16.9,1.69
L2003,Chocolate con leche con avellanas Milka 270 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,14.63,3.95
L2003,Bolitas de chocolate rellenas de leche malteada Maltesers bolsa 175 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,20.51,3.59
L2003,Manzana roja selección granel 500 g aprox.,Frutas,Manzanas,KILO,2.69,1.35
L2003,Chocolate con leche Nestlé Extrafino 270 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,10.93,2.95
L2003,Bacon Oscar mayer sobre 150 g,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",KILO,15.27,2.29
L2003,Chocolate con leche Milka 125 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,10.4,1.3
L2003,Magro de cerdo cocido Nuestra Alacena de Dia lata 200 g,Charcutería y quesos,"Jamón cocido, lacón, fiambres y mortadela",KILO,11.75,2.35
L2003,Pera conferencia bandeja 1 Kg,Frutas,Peras,KILO,2.19,2.19
L2003,Chocolate con leche relleno de caramelo Milka 100 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,15.5,1.55
L2003,Queso tierno de cabra El Cencerro de Dia bandeja 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.16,7.79
L2004,Jamón serrano en taquitos Navidul bandeja 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,20,2
L2004,PÉTALOS Jamón de cebo Ibérico Nuestra Alacena de Dia sobre 80 g,Charcutería y quesos,Jamón curado y paleta,KILO,52.38,4.19
L2004,Paleta de cebo ibérica 50% Elpozo sobre 70 g,Charcutería y quesos,Jamón curado y paleta,KILO,49.86,3.49
L2004,Jamón serrano gran reserva 50% duroc Boadas sobre 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,37.9,3.79
L2004,PÉTALOS Jamón Serrano 50% Duroc Nuestra Alacena de Dia sobre 80 g,Charcutería y quesos,Jamón curado y paleta,KILO,32.38,2.59
L2004,Jamón curado en taco Nuestra Alacena de Dia bolsa 300 g,Charcutería y quesos,Jamón curado y paleta,KILO,17,5.1
L2004,Pizcas de jamón de cebo ibérico 50 % Nuestra Alacena de Dia bandeja 60 g,Charcutería y quesos,Jamón curado y paleta,KILO,33.17,1.99
L2004,Mini taquitos de jamón Nuestra Alacena de Dia bandeja 2 x 75 g,Charcutería y quesos,Jamón curado y paleta,KILO,14.73,2.21
L2004,Paleta de cebo ibérica 50% Nuestra Alacena de Dia bandeja 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,49.9,4.99
L2004,Jamón de cebo ibérico 50% Nuestra Alacena de Dia bandeja 90 g,Charcutería y quesos,Jamón curado y paleta,KILO,51.56,4.64
L2004,Paleta Curada Nuestra Alacena de Dia bandeja 200 g,Charcutería y quesos,Jamón curado y paleta,KILO,18.35,3.67
L2004,Paleta Curada 50% Duroc Nuestra Alacena de Dia bandeja 110 g,Charcutería y quesos,Jamón curado y paleta,KILO,23.55,2.59
L2004,LONCHAS EXTRAFINAS Jamón Serrano Nuestra Alacena de Dia bandeja 120 g,Charcutería y quesos,Jamón curado y paleta,KILO,20.42,2.45
L2004,MEDIAS LONCHAS Jamón Serrano Nuestra Alacena de Dia bandeja 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,17.3,1.73
L2004,Jamón Serrano Nuestra Alacena de Dia bandeja 200 g,Charcutería y quesos,Jamón curado y paleta,KILO,18.45,3.69
L2004,Jamón curado Elpozo 1954 bandeja 2 x 80 g,Charcutería y quesos,Jamón curado y paleta,KILO,18.75,3
L2004,Jamón curado Elpozo 1954 sobre 105 g,Charcutería y quesos,Jamón curado y paleta,KILO,19.05,2
L2004,Jamón gran reserva 8 Kg,Charcutería y quesos,Jamón curado y paleta,KILO,7.44,59.5
L2004,Jamón curado bajo en sal Navidul sobre 50 g,Charcutería y quesos,Jamón curado y paleta,KILO,22,1.1
L2004,Jamón reserva cuatro estaciones Navidul 7 Kg,Charcutería y quesos,Jamón curado y paleta,KILO,8.9,62.3
L2004,Jamón curado Navidul sobre 50 g,Charcutería y quesos,Jamón curado y paleta,KILO,22,1.1
L2005,Chorizo dulce Palacios bolsa 250 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.16,3.79
L2005,Longaniza con pavo Elpozo bolsa 230 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.83,2.95
L2005,Espetec extra Casa Tarradellas bolsa 180 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,13.83,2.49
L2005,Cabecero de lomo Nuestra Alacena de Dia sobre 2 x 70 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,19.64,2.75
L2005,Salchichón de Vic Exentis sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,28.13,2.25
L2005,Pétalos de salchichón extra 50% Duroc Boadas sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,26.13,2.09
L2005,Pétalos de lomo embuchado 50% duroc Boadas sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,29.38,2.35
L2005,Pétalos de chorizo extra 50% duroc Boadas sobre 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,26.13,2.09
L2005,Lomo embuchado ya cortado España e hijos sobre 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,18.75,3.75
L2005,Salchichón extra ya cortado España e hijos sobre 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.95,2.59
L2005,Chorizo extra ya cortado España e hijos sobre 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.95,2.59
L2005,Taquitos de chorizo Revilla bandeja 65 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.38,1
L2005,Salchichón a la pimienta Sola bandeja 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,18.5,1.85
L2005,Longaniza imperial Elpozo bolsa 250 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,11.8,2.95
L2005,Longaniza payés extra Nuestra Alacena de Dia bandeja 2 x 62 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,16.69,2.07
L2005,Salchichón ibérico Nuestra Alacena de Dia bolsa 90 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,25.56,2.3
L2005,Salchichón ibérico extra Nuestra Alacena de Dia bandeja 2 x 60 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,16.58,1.99
L2005,Salchichón pavo extra Nuestra Alacena de Dia bandeja 2 x 75 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.87,2.38
L2005,Salami extra Nuestra Alacena de Dia bandeja 200 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,8.2,1.64
L2005,Salchichón extra Nuestra Alacena de Dia bandeja 2 x 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,8.8,1.76
L2005,Fuet extra Nuestra Alacena de Dia bolsa 2 x 170 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,10.56,3.59
L2005,Espetec extra Nuestra Alacena de Dia bolsa 170 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,12.88,2.19
L2005,Lomo de cebo ibérico 50% Nuestra Alacena de Dia bandeja 80 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,43,3.44
L2005,Lomo embuchado Nuestra Alacena de Dia bandeja 2 x 70 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,18,2.52
L2005,Chorizo ibérico Nuestra Alacena de Dia sobre 90 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,25.56,2.3
L2005,Chorizo ibérico extra Nuestra Alacena de Dia bandeja 2 x 60 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,16.25,1.95
L2005,Chorizo de pavo extra Nuestra Alacena de Dia bandeja 2 x 75 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,15.87,2.38
L2005,Chorizo y salchichón extra Nuestra Alacena de Dia bandeja 2 x 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,11.95,2.39
L2005,Chorizo extra Nuestra Alacena de Dia bandeja 2 x 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,6.86,1.37
L2005,Chorizo de león picante Nuestra Alacena de Dia bandeja 100 g,Charcutería y quesos,"Lomo, chorizo, fuet, salchichón",KILO,19.9,1.99
L2006,Chocolate con leche relleno con caramelo y avellanas Milka 300 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,12.97,3.89
L2006,Barritas de barquillo recubierta de chocolate con leche Huesitos bolsa 200 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,12.25,2.45
L2006,Palitos de pan y crema de cacao Bollycao vaso 52 g,"Galletas, bollos y cereales",Bollería,KILO,38.27,1.99
L2006,Conchas de chocolate Codan bolsa 330 g,"Galletas, bollos y cereales",Bollería,KILO,6.94,2.29
L2006,Galletas digestive con avena y chocolate Gullón caja 425 g,"Galletas, bollos y cereales",Galletas,KILO,5.15,2.19
L2006,Rosquillas de chocolate El molino de Dia bandeja 240 g,"Galletas, bollos y cereales",Bollería,KILO,7.46,1.79
L2006,Golosinas surtidas little mix Fini tarrina 500 g,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",KILO,7.58,3.79
L2006,Barritas de cereales con chocolate nesquik Nestlé caja 150 g,"Galletas, bollos y cereales",Cereales,KILO,19.93,2.99
L2006,Cereales integrales con chocolate negro Nestlé Fitness caja 375 g,"Galletas, bollos y cereales",Cereales,KILO,9.31,3.49
L2006,Ensaimadas El molino de Dia bolsa 220 g,"Galletas, bollos y cereales",Bollería,KILO,5.41,1.19
L2006,Galletas digestive con chocolate con leche Fontaneda caja 300 g,"Galletas, bollos y cereales",Galletas,KILO,12.33,3.7
L2006,Jamón serrano en taquitos Navidul bandeja 100 g,Charcutería y quesos,Jamón curado y paleta,KILO,20,2
L2006,Magdalenas rellenas con crema de cacao El molino de Dia bolsa 336 g,"Galletas, bollos y cereales",Bollería,KILO,5.03,1.69
L2006,Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,26.33,3.95
L2006,Bombones cortados clásicos Trapa caja 115 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,20.43,2.35
L2006,Barritas de cereales con chocolate con leche Corny caja 150 g,"Galletas, bollos y cereales",Cereales,KILO,16.6,2.49
L2006,Roscos de galleta con chocolate con leche chocoaros Galleteca de Dia bolsa 128 g,"Galletas, bollos y cereales",Galletas,KILO,6.17,0.79
L2006,Galletas digestive Galleteca de Dia caja 800 g,"Galletas, bollos y cereales",Galletas,KILO,2.19,1.75
L2006,Gazpacho Al Punto Dia brik 3 x 330 ml,Pizzas y platos preparados,Gazpachos y salmorejos,LITRO,1.97,1.95
L2006,Chocolate con leche y almendras Temptation de Dia 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,7.67,1.15
L2006,Chocolate con leche y avellanas Temptation de Dia 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,7.67,1.15
L2006,Chocolate blanco Temptation de Dia 2 x 200 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,7.5,1.5
L2006,Chocolate con leche Temptation de Dia 2 x 150 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,6.63,1.99
L2006,Palmeritas El molino de Dia bandeja 245 g,"Galletas, bollos y cereales",Bollería,KILO,4.98,1.22
L2006,Galletas digestive sin azúcares Gullón caja 400 g,"Galletas, bollos y cereales",Galletas,KILO,6.63,2.65
L2006,Huevo de chocolate con sorpresa joy Kinder 20 g,"Azúcar, chocolates y caramelos",Chocolates y bombones,KILO,70,1.4
L2006,Azúcar blanco Dia paquete 1 Kg,"Azúcar, chocolates y caramelos",Azúcar y edulcorantes,KILO,1.45,1.45
L2006,Caramelos con palo varios sabores Chupa Chups bolsa 208 g,"Azúcar, chocolates y caramelos","Caramelos, chicles y golosinas",KILO,15.38,3.2
L2006,Mermelada de fresa extra Helios frasco 340 g,"Azúcar, chocolates y caramelos",Mermeladas y frutas en almibar,KILO,5.88,2
L2006,Pan de molde formato familiar El molino de Dia bolsa 820 g,"Panes, harinas y masas","Pan de molde, perritos y hamburguesas.",KILO,1.52,1.25
L2007,Queso tierno de cabra El Cencerro de Dia bandeja 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.16,7.79
L2007,Queso tierno El Cencerro de Dia sobre 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.4,2.35
L2007,Queso tierno El Cencerro de Dia 1 Kg,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,8.4,8.4
L2007,Queso mezcla 4 quesos rallado Dia Láctea bolsa 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.15,1.83
L2007,Queso rallado 4 quesos especial para gratinar El Caserío bolsa 120 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,21.58,2.59
L2007,Queso de oveja añejo y picante Osado El Cencerro de Dia 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,18.75,3.75
L2007,Queso semicurado ya cortado García Baquero 225 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,17.73,3.99
L2007,Queso mezcla curado Gran capitan 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,20,3
L2007,Queso curado tostado mezcla Gran capitan 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,21.75,4.35
L2007,Queso semicurado García Baquero 180 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.61,2.99
L2007,Queso madurado D.O.P. Arzúa-Ulloa Cruceiro 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.07,4.99
L2007,Queso de tetilla D.O.P. Cruceiro 550 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.07,4.99
L2007,Medallones de queso de cabra Dia Láctea 100 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.5,1.65
L2007,Rulo de queso de vaca Dia Lactea 140 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.93,1.39
L2007,queso de oveja viejo Flor de esgueva 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,25.27,3.79
L2007,Queso gouda rallado Dia Láctea bolsa 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,7.2,1.44
L2007,Queso light rallado Dia Láctea bolsa 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,10.6,1.59
L2007,Queso de oveja curado El Cencerro de Dia 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,17.75,3.55
L2007,Queso mezcla añejo Descarado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.2,3.55
L2007,Queso de oveja añejo El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,17.48,4.37
L2007,Queso de oveja curado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,15.96,3.99
L2007,Dados de queso especial ensalada Dia Láctea bolsa 100 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,9.9,0.99
L2007,Queso semicurado García Baquero sobre 120 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.67,2
L2007,Queso curado de oveja trufado Vega sotuelamos 170 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,29.35,4.99
L2007,Queso añejo de oveja al romero Vega sotuelamos 170 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,23.47,3.99
L2007,Queso semicurado de cabra El Cencerro de Dia 200 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,16.25,3.25
L2007,Queso curado cortado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,14.52,3.63
L2007,Queso semicurado cortado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,13.36,3.34
L2007,Queso tierno cortado El Cencerro de Dia 250 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,11.96,2.99
L2007,Queso especial pasta en polvo Dia Láctea bolsa 150 g,Charcutería y quesos,"Queso curado, semicurado y tierno",KILO,8.33,1.25
L2008,Queso fresco 0% m.g Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,4.16,1.04
L2008,Queso fresco 0% m.g Burgo de Arias tarrina 3 x 72 g,Charcutería y quesos,Queso fresco,KILO,13.84,2.99
L2008,Queso mascarpone Selección Mundial de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,9.96,2.49
L2008,Queso fresco natural Burgo de Arias tarrina 3 x 72 g,Charcutería y quesos,Queso fresco,KILO,13.84,2.99
L2008,Queso fresco latino Tgt bolsa 300 g,Charcutería y quesos,Queso fresco,KILO,9.97,2.99
L2008,Queso fresco light bajo en sal El Cencerro de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,8.6,2.15
L2008,Tofu bio Apologize bandeja 300 g,Charcutería y quesos,Queso fresco,KILO,7.97,2.39
L2008,Queso feta D.O.P. Selección Mundial de Dia bolsa 150 g,Charcutería y quesos,Queso fresco,KILO,15.67,2.35
L2008,Queso fresco protein plus Burgo de Arias tarrina 3 x 70 g,Charcutería y quesos,Queso fresco,KILO,9.48,1.99
L2008,Queso fresco artesano Vega e Hijos tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,11.12,2.78
L2008,Queso protein cottage Arla foods tarrina 200 g,Charcutería y quesos,Queso fresco,KILO,11,2.2
L2008,Requesón Granja rinya tarrina 200 g,Charcutería y quesos,Queso fresco,KILO,4.95,0.99
L2008,Queso fresco batido rico en proteínas Granja Rinya tarrina 400 g,Charcutería y quesos,Queso fresco,KILO,4.73,1.89
L2008,Queso fresco natural Dia Láctea tarrina 2 x 250 g,Charcutería y quesos,Queso fresco,KILO,3.56,1.78
L2008,Queso fresco de cabra El Cencerro de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,10.68,2.67
L2008,Queso mozzarella di bufala campana D.O.P. Selección Mundial de Dia tarrina 125 g,Charcutería y quesos,Queso fresco,KILO,13.52,1.69
L2008,Queso burrata Selección Mundial de Dia tarrina 150 g,Charcutería y quesos,Queso fresco,KILO,14.67,2.2
L2008,Queso fresco bajo en sal Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,5.56,1.39
L2008,Queso fresco sin lactosa Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,6.72,1.68
L2008,Mini queso mozzarella Dia Láctea tarrina 125 g,Charcutería y quesos,Queso fresco,KILO,13.52,1.69
L2008,Queso mozzarella Galbani bolsa 100 g,Charcutería y quesos,Queso fresco,KILO,13.9,1.39
L2008,Queso fresco 0% m.g Dia Láctea tarrina 2 x 250 g,Charcutería y quesos,Queso fresco,KILO,3.56,1.78
L2008,Queso fresco natural Dia Láctea tarrina 4 x 62.5 g,Charcutería y quesos,Queso fresco,KILO,4.16,1.04
L2008,Queso fresco de vaca El Cencerro de Dia tarrina 250 g,Charcutería y quesos,Queso fresco,KILO,6.6,1.65
L2008,Queso mozzarella fresca Dia Láctea bolsa 125 g,Charcutería y quesos,Queso fresco,KILO,7.92,0.99
L2009,Queso azul El Cencerro de Dia bandeja 150 g,Charcutería y quesos,Queso azul y roquefort,KILO,11.93,1.79
L2009,Queso brie azul Petit blue 150 g,Charcutería y quesos,Queso azul y roquefort,KILO,13.27,1.99
