Nombre,Precio,Precio_unidad_outlayers,categoria,categoria_producto,subcategoria,Marca,Unidad_medida,Supermercado,Precio_unit
Cacahuetes fritos salados con miel Eagle sin gluten 250 g.,5.05,20.2,la despensa,"Aceite, especias y salsas",aperitivos,EAGLE,KILO,Carrefour,20.2
Pan de molde blanco mediano Warburtons 800 g.,5.05,6.31,la despensa,Panadería y pastelería,panaderia bolleria y pasteleria,WARBURTONS,KILO,Carrefour,6.31
After sun loción hidratante Science Les Cosmétiques 400 ml.,5.05,1.261,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,LCS SCIENCE,100 ML,Carrefour,1.261
Maquinillas desechables Simply Venus Gillette 7 ud.,5.05,0.72,perfumeria e higiene,Cuidado facial y corporal,depilacion y afeitado,,UNIDAD,Carrefour,0.72
Plantillas gel confort talla L Carrefour Expert 1 ud.,5.05,5.05,limpieza y hogar,Cuidado facial y corporal,calzado,CARREFOUR,UNIDAD,Carrefour,5.05
Compresas con alas para noche Cottonlike Evax 18 ud.,5.05,0.28,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,UNIDAD,Carrefour,0.28
"Cereales de arroz, trigo y cebada integral Special K Kellogg's 700 g.",5.05,7.21,la despensa,"Arroz, legumbres y pasta",desayuno,KELLOGG,KILO,Carrefour,7.21
Papel de cocina multiusos Paratodo Jumbo Colhogar 1 rollo,5.05,5.05,limpieza y hogar,Limpieza y hogar,papel y celulosa,,UNIDAD,Carrefour,5.05
Limpiamuebles con aceite nutritivo ambar y argán Pronto 250 ml.,5.05,20.2,limpieza y hogar,"Aceite, especias y salsas",productos para toda la casa,,LITRO,Carrefour,20.2
Papel de cocina 2 capas maxi ecológico Carrefour Eco Planet 1 rollo.,5.05,5.05,limpieza y hogar,Limpieza y hogar,papel y celulosa,,UNIDAD,Carrefour,5.05
Fabes con almejas Litoral sin gluten 440 g.,5.05,11.48,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,LITORAL,KILO,Carrefour,11.48
Queso comté D.O.P. 5 meses curación Carrefour cuña 250 g,5.05,20.2,productos frescos,"Cacao, café e infusiones",quesos,CARREFOUR,KILO,Carrefour,20.2
Empanadillas de carne Recetas Artesanas La Cocinera 312 g.,5.05,16.19,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,,KILO,Carrefour,16.19
Calcetines mascarilla reparadores con melocotón y manteca de karité Iroha Nature 1 ud.,5.05,5.05,perfumeria e higiene,"Cacao, café e infusiones",cuidado y proteccion corporal,,UNIDAD,Carrefour,5.05
Helado Bombón Nueva Zelanda de almendras saladas caramelizada Nuii sin gluten 3 ud.,5.05,1.68,congelados,"Aceite, especias y salsas",helados,,UNIDAD,Carrefour,1.68
Bombón helado de mascarpone con arándanos Escandinavos Nuii sin gluten 3 ud.,5.05,1.68,congelados,Congelados,helados,,UNIDAD,Carrefour,1.68
Bombón helado con nueces pecanas de Texas y chocolate blanco con caramelo Nuii 3 ud.,5.05,1.68,congelados,Congelados,helados,,UNIDAD,Carrefour,1.68
Bombón helado caramelo Double Magnum 3 ud.,5.05,1.68,congelados,Congelados,helados,MAGNUM,UNIDAD,Carrefour,1.68
Bombón helado chocolate Double Magnum 3 ud.,5.05,1.68,congelados,Congelados,helados,MAGNUM,UNIDAD,Carrefour,1.68
Bombón helado Intense Dark 70% cacao Collection Magnum sin gluten 3 ud.,5.05,1.68,congelados,Congelados,helados,MAGNUM,UNIDAD,Carrefour,1.68
Plantillas confort efecto memoria Dytas 1 par.,5.05,2.52,limpieza y hogar,Limpieza y hogar,calzado,DYTAS PAR,UNIDAD,Carrefour,2.52
Queso de oveja viejo Classic´ Carrefour cuña 250 g.,5.05,20.2,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,20.2
"Café latte macchiato caramel en cápsulas Nescafé Dolce Gusto 8 unidades de 21,1 g.",5.05,0.0,la despensa,"Cacao, café e infusiones",desayuno,NESCAFE,No especificado,Carrefour,0.0
Cepillo dental ultra-suave Vitis 1 ud.,5.05,5.05,parafarmacia,Cuidado facial y corporal,higiene bucal,,UNIDAD,Carrefour,5.05
Cafe caramel macchiato en cápsulas Starbucks compatible con Nescafé Dolce Gusto 12 ud.,5.05,39.45,la despensa,"Cacao, café e infusiones",desayuno,STARBUCKS,KILO,Carrefour,39.45
Café house blend en cápsulas Starbucks compatible con Dolce Gusto 12 unidades de 10 g.,5.05,42.08,la despensa,"Cacao, café e infusiones",desayuno,STARBUCKS,KILO,Carrefour,42.08
Café cappuccino en cápsulas Starbucks Nescafé Dolce Gusto 12 unidades de 10 g.,5.05,42.08,la despensa,"Cacao, café e infusiones",desayuno,STARBUCKS,KILO,Carrefour,42.08
"Café espresso en cápsulas Starbucks compatible con Dolce Gusto 12 unidades de 5,5 g.",5.05,76.52,la despensa,"Cacao, café e infusiones",desayuno,STARBUCKS,KILO,Carrefour,76.52
Bizcocho con trigo espelta y avena The Rustik Bakery 260 g.,5.05,19.42,la despensa,Panadería y pastelería,panaderia bolleria y pasteleria,,KILO,Carrefour,19.42
Pan de molde integral Warburtons 800 g.,5.05,6.31,la despensa,Panadería y pastelería,panaderia bolleria y pasteleria,,KILO,Carrefour,6.31
Lápiz de cejas light brow Revolution 1 ud.,5.05,5.05,perfumeria e higiene,Cuidado facial y corporal,cosmetica,,UNIDAD,Carrefour,5.05
Pan de molde blanco rebanada gruesa Warburtons 800 g.,5.05,6.31,la despensa,Panadería y pastelería,panaderia bolleria y pasteleria,WARBURTONS,KILO,Carrefour,6.31
Queso ibérico curado Extra Carrefour cuña cortada 250 g.,5.05,20.2,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,20.2
Café cortado espresso macchiato descafeinado en cápsulas Nescafé Dolce Gusto 16 ud.,5.05,0.0,la despensa,"Cacao, café e infusiones",desayuno,NESCAFE,No especificado,Carrefour,0.0
Café con leche descafeinado en cápsulas Nescafé Dolce Gusto 16 ud.,5.05,0.0,la despensa,"Cacao, café e infusiones",desayuno,NESCAFE,No especificado,Carrefour,0.0
Zumo de naranja recién exprimido Carrefour 1 l,5.05,5.05,productos frescos,Fruta y verdura,frutas,,LITRO,Carrefour,5.05
Spray solar SPF30  sun ultimate Les Cosmetiques 200 ml.,5.05,2.521,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,100 ML,Carrefour,2.521
Spray after sun broceado duradero Les Cosmetiques 200 ml.,5.05,2.521,perfumeria e higiene,Cuidado facial y corporal,cuidado y proteccion corporal,,100 ML,Carrefour,2.521
Queso ibérico curado Extra Carrefour cuña 280 g.,5.05,18.04,productos frescos,Charcutería y quesos,quesos,CARREFOUR,KILO,Carrefour,18.04
Habas babys tiernas Findus 400 g.,5.05,12.62,congelados,Congelados,verduras congeladas,FINDUS,KILO,Carrefour,12.62
Café en Cápsulas Ristretto Bonka Nescafé Dolce Gusto 16 ud.,5.05,0.0,la despensa,"Cacao, café e infusiones",desayuno,NESCAFE,No especificado,Carrefour,0.0
Hígado de ternera fileteado Cárnicas Meca 550 g,5.05,9.19,productos frescos,Carne,carniceria,,KILO,Carrefour,9.19
Crema de avellanas y cacao Prozis Choco Butter 200 g.,5.05,25.25,la despensa,"Azúcar, caramelos y chocolate",dulce,PROZIS,KILO,Carrefour,25.25
Queso de vaca Costeño en lonchas Nativo 300 g,5.05,16.83,productos frescos,Charcutería y quesos,quesos,NATIVO,KILO,Carrefour,16.83
Queso latino Goya 300 g.,5.05,16.83,productos frescos,Charcutería y quesos,quesos,GOYA,KILO,Carrefour,16.83
Sabatacha 2022,5.05,5.05,bebidas,Bodega,vinos,SABATACHA,UNIDAD,Carrefour,5.05
Menestra de la huerta Findus 650 g.,5.05,7.77,congelados,Congelados,verduras congeladas,FINDUS PRODUCTO,KILO,Carrefour,7.77
Surfers de merluza rebozada Pescanova 400 g.,5.05,12.62,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,PESCANOVA,KILO,Carrefour,12.62
"Abrillantador suelos Asevi 1,1 l.",5.05,4.59,limpieza y hogar,Limpieza y hogar,productos para toda la casa,,LITRO,Carrefour,4.59
Chocolate negro 70% Valor sin gluten 300 g.,5.05,16.83,la despensa,"Azúcar, caramelos y chocolate",dulce,VALOR,KILO,Carrefour,16.83
Vino blanco bajo velo flor palomino fino Los Jarales D.O. Manzanilla-Sanlúcar de Barrameda 75 cl.,5.05,5.05,bebidas,"Cacao, café e infusiones",vinos,LOS JARALES,UNIDAD,Carrefour,5.05
Tijeras para manicura Carrefour Soft 1 ud.,5.05,5.05,perfumeria e higiene,Cuidado facial y corporal,cosmetica,,UNIDAD,Carrefour,5.05
Chicles sabor hierbabuena Orbit sin azúcar pack de 2 unidades de 84 g.,5.0,29.76,la despensa,"Azúcar, caramelos y chocolate",dulce,,KILO,Carrefour,29.76
Chicles sabor menta sin azúcar Orbit pack de 2 unidades de 84 g.,5.0,29.76,la despensa,"Azúcar, caramelos y chocolate",dulce,,KILO,Carrefour,29.76
Chicles bubblemint Refreshers Orbit sin azúcar pack de 2 unidades de 67 g.,5.0,37.31,la despensa,"Azúcar, caramelos y chocolate",dulce,ORBIT,KILO,Carrefour,37.31
Cereales de trigo y arroz sabor cacao y vainilla Oreo O's 350 g.,4.99,14.26,la despensa,"Arroz, legumbres y pasta",desayuno,OREO,KILO,Carrefour,14.26
Crema depilatoria piel sensible cuerpo & piernas minima Veet 200 ml.,4.99,2.491,perfumeria e higiene,Cuidado facial y corporal,depilacion y afeitado,,100 ML,Carrefour,2.491
Enjuague bucal protección profesional Pro-Expert Oral-B 500 ml.,4.99,1.1,perfumeria e higiene,Cuidado facial y corporal,boca y sonrisa,,100 ML,Carrefour,1.1
Barritas de surimi Krissia sin gluten sin lactosa 400 g.,4.99,12.47,congelados,Congelados,gulas y surimis congelados,,KILO,Carrefour,12.47
Set de 80 Filtros para Cafetera de Papel MELITTA 1x4 - Blanco,4.99,0.06,limpieza y hogar,Limpieza y hogar,menaje,,UNIDAD,Carrefour,0.06
Queso de mezcla tostado en cuña Gran Capitán 200 g,4.99,24.95,productos frescos,Charcutería y quesos,quesos,GRAN CAPITAN,KILO,Carrefour,24.95
Aceitunas pica pica Aperitivo 450 g,4.99,9.98,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,9.98
Perlas silice para gato Carrefour 5l,4.99,1.0,mascotas,Mascotas,gatos,,LITRO,Carrefour,1.0
Boquerón limpio congelado Carrefour 500 g.,4.99,9.98,congelados,Cuidado facial y corporal,pescados congelados,CARREFOUR,KILO,Carrefour,9.98
Pizza de jamón y queso Coliflow 400 g.,4.99,12.47,congelados,Congelados,pizzas congeladas,COLIFLOW CAT,KILO,Carrefour,12.47
Granola con chocolate y coco ecológico El Granero sin gluten 350 g.,4.99,14.26,la despensa,Cereales y galletas,desayuno,GRANERO INTEGRAL,KILO,Carrefour,14.26
Serenitos Gourmet con Fibra Carrefour El Mercado 420 g,4.99,11.88,productos frescos,Panadería y pastelería,panaderia tradicional,CARREFOUR,KILO,Carrefour,11.88
Cabeza de Rape 1 kg aprox,4.99,4.99,productos frescos,Marisco y pescado,pescaderia,,KILO,Carrefour,4.99
Palitos de bacalao desalados Carrefour 180 g,4.99,27.72,productos frescos,"Aceite, especias y salsas",pescaderia,CARREFOUR,KILO,Carrefour,27.72
Tinte color natural cubrecanas sin amoniaco nº 5 castaño Carrefour Men 1 ud.,4.99,4.99,perfumeria e higiene,Cuidado del cabello,cabello,,UNIDAD,Carrefour,4.99
Tomate dulce extra 280 g,4.99,17.82,productos frescos,Fruta y verdura,verduras y hortalizas,,KILO,Carrefour,17.82
Nuez cascara ecológica Carrefour 500 g,4.99,9.98,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,9.98
Membrillo ecológico Santa Teresa sin gluten 290 g.,4.99,17.21,la despensa,"Azúcar, caramelos y chocolate",dulce,,KILO,Carrefour,17.21
Escalope de pollo campero Calidad y Origen Carrefour 500 g aprox,4.99,9.99,productos frescos,Carne,carniceria,,KILO,Carrefour,9.99
Bacalao desmigado desalado Carrefour El Mercado 250 g,4.99,19.96,productos frescos,"Aceite, especias y salsas",pescaderia,CARREFOUR,KILO,Carrefour,19.96
Set 3 Bayetas Antibacterias Microfibra Multiusos BAYECO Protech,4.99,1.66,limpieza y hogar,Limpieza y hogar,utensilios de limpieza,,UNIDAD,Carrefour,1.66
Almendra largueta piel tostada sin sal Carrefour El Mercado tarrina de 225 g,4.99,22.18,la despensa,"Aceite, especias y salsas",aperitivos,,KILO,Carrefour,22.18
Tinte color natural cubrecanas sin amoniaco nº 3 castaño claro Carrefour Men 1 ud.,4.99,4.99,perfumeria e higiene,Cuidado del cabello,cabello,,UNIDAD,Carrefour,4.99
Ciruela seca con hueso Reflets de France 500 g,4.99,9.98,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,9.98
Tinte color natural cubrecanas sin amoniaco nº 1 negro Carrefour Men 1 ud.,4.99,4.99,perfumeria e higiene,Cuidado del cabello,cabello,,UNIDAD,Carrefour,4.99
Surtido de pastas de té rellenas 320 g,4.99,15.59,productos frescos,"Arroz, legumbres y pasta",panaderia tradicional,,KILO,Carrefour,15.59
Crema depilatoria para pieles sensibles men Veet 200 ml.,4.99,2.491,perfumeria e higiene,Cuidado facial y corporal,depilacion y afeitado,,100 ML,Carrefour,2.491
Salchichas de pollo campero del corral Coren 350 g,4.99,14.26,productos frescos,"Aceite, especias y salsas",carniceria,,KILO,Carrefour,14.26
Pizza mozzarella Ristorante Dr. Oetker sin gluten sin lactosa 370 g.,4.99,13.49,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,RISTORANTE,KILO,Carrefour,13.49
Chocolate con leche y galleta Jungly Nestlé 375 g.,4.99,13.31,la despensa,"Azúcar, caramelos y chocolate",dulce,,KILO,Carrefour,13.31
Lote de 5 Carpetas con Solapas,4.99,1.0,limpieza y hogar,papeleria,papeleria,,UNIDAD,Carrefour,1.0
Jabón líquido natural 100% de glicerina Original Lida 600 ml.,4.99,0.831,perfumeria e higiene,Cuidado facial y corporal,bano e higiene corporal,,100 ML,Carrefour,0.831
Stick 22gr +  Stick 11gr Pritt,4.99,4.99,limpieza y hogar,papeleria,papeleria,,UNIDAD,Carrefour,4.99
Pan de molde tipo brioche Schär sin gluten 370 g.,4.99,13.49,la despensa,Panadería y pastelería,panaderia bolleria y pasteleria,SCHAR,KILO,Carrefour,13.49
Galletas maría Marbú Dorada Artiach 800 g.,4.99,6.24,la despensa,Cereales y galletas,desayuno,FONTANEDA GALLETA,KILO,Carrefour,6.24
Gazpacho con aceite de oliva virgen extra Santa Teresa sin gluten 1 l.,4.99,4.99,la despensa,"Aceite, especias y salsas",conservas sopas y precocinados,SANTA TERESA,LITRO,Carrefour,4.99
Chorizo oreado de cerdo Carrefour 400 g,4.99,12.47,productos frescos,Carne,carniceria,,KILO,Carrefour,12.47
Tiras de potón del pacífico al punto de sal congelado Pescanova 400 g.,4.99,12.47,congelados,Cuidado facial y corporal,pulpo calamar y sepia congelados,PESCANOVA,KILO,Carrefour,12.47
Pizza prosciutto Ristorante Dr. Oetker sin gluten sin lactosa 345 g.,4.99,14.46,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,RISTORANTE,KILO,Carrefour,14.46
Pizza de salami Ristorante Dr. Oetker sin gluten sin lactosa 315 g.,4.99,15.84,la despensa,"Aceite, especias y salsas",conservas sopas y precocinados,RISTORANTE,KILO,Carrefour,15.84
Sardina parrocha 1 kg aprox,4.99,4.99,productos frescos,Marisco y pescado,pescaderia,,KILO,Carrefour,4.99
Helado de fresa Drácula Frigo sin gluten 6 ud.,4.99,0.83,congelados,Congelados,helados,,UNIDAD,Carrefour,0.83
Grageas de chocolate negro rellenas de arándanos y açai sensation fruit Lindt 150 g.,4.99,33.27,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,33.27
Rollito de arenque con aceituna rellena 220 g,4.99,33.27,productos frescos,Marisco y pescado,pescaderia,CARREFOUR,KILO,Carrefour,33.27
Gel íntimo fórmula fresca Chilly 250 ml.,4.99,2.1,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,100 ML,Carrefour,2.1
Kiwi Zespri 1 kg aprox,4.99,4.99,productos frescos,Fruta y verdura,frutas,,KILO,Carrefour,4.99
Helado de stracciatella Carte D'or 500 g.,4.99,9.98,congelados,Congelados,helados,,KILO,Carrefour,9.98
Capricho Mar Pescanova 600 g.,4.99,8.32,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,PESCANOVA,KILO,Carrefour,8.32
Pizza 4 quesos ecológica Carrefour Bio 350 g.,4.99,14.26,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CARREFOUR,KILO,Carrefour,14.26
"Pipeta Contra Insectos para Gato Carrefour 3x0,6 ml",4.99,4.99,mascotas,Mascotas,gatos,,UNIDAD,Carrefour,4.99
"Cereales de trigo integral con pasas, coco, plátano, manzana y avellanas All Bran Kellogg's 500 g.",4.99,9.98,la despensa,Cereales y galletas,desayuno,KELLOGG COPOS,KILO,Carrefour,9.98
Helado de cola Calippo sin gluten 5 ud.,4.99,1.0,congelados,Congelados,helados,CALIPPO,UNIDAD,Carrefour,1.0
Helado de lima-limón Calippo sin gluten 5 ud.,4.99,1.0,congelados,Congelados,helados,CALIPPO,UNIDAD,Carrefour,1.0
"Pizza de tocino, champiñones y queso Casa di Mama 407 g.",4.99,12.26,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,OETKER,KILO,Carrefour,12.26
Gel íntimo delicado suave para piel sensible anti odor pH 5 Chilly 250 ml.,4.99,2.1,perfumeria e higiene,Cuidado facial y corporal,higiene intima,,100 ML,Carrefour,2.1
Helado Frigo Pie Frigo sin gluten 6 ud.,4.99,0.83,congelados,Congelados,helados,,UNIDAD,Carrefour,0.83
Helado de chocolate con leche con salsa de chocolate y trocitos de brownie Carte d'Or 825 ml.,4.99,10.94,congelados,"Aceite, especias y salsas",helados,,KILO,Carrefour,10.94
Dentífrico con flúor de uso diario frescor diario Parodontax 75 ml.,4.99,6.651,perfumeria e higiene,Cuidado facial y corporal,boca y sonrisa,,100 ML,Carrefour,6.651
Bizcocho cubierto de cacao con relleno de leche Kinder Délice pack de 10 unidades de 39 g.,4.99,12.79,la despensa,"Azúcar, caramelos y chocolate",dulce,KINDER,KILO,Carrefour,12.79
Sardinas 1 kg aprox,4.99,4.99,productos frescos,Marisco y pescado,pescaderia,,KILO,Carrefour,4.99
Pizza speciale Casa di Mama Dr. Oetker 415 g.,4.99,12.02,la despensa,"Conservas, caldos y cremas",conservas sopas y precocinados,CASA MAMA,KILO,Carrefour,12.02
Dentífrico con flúor de uso diario blanqueante diario Parodontax 75 ml.,4.99,6.651,perfumeria e higiene,Cuidado facial y corporal,boca y sonrisa,,100 ML,Carrefour,6.651
Grageas de chocolate negro rellenas de frambuesa y arándanos rojos sensation fruit Lindt 150 g.,4.99,33.27,la despensa,"Azúcar, caramelos y chocolate",dulce,LINDT,KILO,Carrefour,33.27
Alitas de pollo clásicas sabor barbacoa Carrefour Sensation 750 g,4.99,6.65,congelados,Pizzas y platos preparados,rebozados y platos preparados,CARREFOUR,KILO,Carrefour,6.65
Alitas de pollo picantes Carrefour Sensation 750 g.,4.99,6.65,congelados,Pizzas y platos preparados,rebozados y platos preparados,CARREFOUR,KILO,Carrefour,6.65
Serenitos gourmet Carrefour El Mercado 420 g,4.99,11.88,productos frescos,Panadería y pastelería,panaderia tradicional,CARREFOUR,KILO,Carrefour,11.88
Granada Carrefour a granel 1 kg aprox,4.99,4.99,productos frescos,Fruta y verdura,frutas,,KILO,Carrefour,4.99
Almendra cascara tostada Carrefour bolsa de 300 g,4.99,16.63,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,16.63
Almendra largueta piel tostada Carrefour tarrina 225 g,4.99,22.18,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,22.18
Coca Cola zero azúcar pack 4 botellas 50 cl.,4.99,2.49,la despensa,"Salsas, pasta y refrescos",alimentacion,COCA COLA,LITRO,Carrefour,2.49
Almendra largueta piel frita Carrefour tarrina 250 g,4.99,19.96,la despensa,Aperitivos,aperitivos,,KILO,Carrefour,19.96
Dentífrico sensitive alivio inmediato + protección diaria Colgate 75 ml.,4.99,6.651,perfumeria e higiene,Cuidado facial y corporal,boca y sonrisa,,100 ML,Carrefour,6.651
Almeja japonesa cruda congelada 400 g,4.99,12.47,congelados,Cuidado facial y corporal,mariscos congelados,,KILO,Carrefour,12.47
Café bombón con leche condensada en cápsulas Origen & Sensations compatible con Dolce Gusto 10 unidades de 28 g.,4.99,17.82,la despensa,"Cacao, café e infusiones",desayuno,ORIGEN SENSATIONS,KILO,Carrefour,17.82
Barritas de chocolate con leche y crema de avellanas Kinder Bueno pack de 5 unidades de 43 g.,4.99,23.21,la despensa,"Azúcar, caramelos y chocolate",dulce,KINDER,KILO,Carrefour,23.21
Aceitunas verdes aliño casero Carbonell Tarro 450 g,4.99,11.09,la despensa,Aperitivos,aperitivos,CARBONELL,KILO,Carrefour,11.09
Mejillón ecológico 500 g,4.99,9.98,productos frescos,Marisco y pescado,pescaderia,MEJILLONES BIO,KILO,Carrefour,9.98
Insecticida antirrastreros laca Carrefour 750 ml.,4.99,6.65,limpieza y hogar,Limpieza y hogar,productos para toda la casa,,LITRO,Carrefour,6.65
Bocadillo veleño Gourmet Latino 950 g.,4.99,5.25,la despensa,"Azúcar, caramelos y chocolate",dulce,GOURMET LATINO,KILO,Carrefour,5.25
Pitahaya roja a granel 500 g aprox,4.97,9.95,productos frescos,Fruta y verdura,frutas,,KILO,Carrefour,9.95
Harina de trigo sarraceno fina ecológica Sarchio sin gluten 500 g.,4.95,9.9,la despensa,"Salsas, pasta y refrescos",alimentacion,,KILO,Carrefour,9.9
Sérum ultra repair Science Les Cosmétiques 100 ml.,4.95,4.951,perfumeria e higiene,Cuidado del cabello,cabello,,100 ML,Carrefour,4.951
